Notes,NAME,Common Name,Common_name_final,Common Name2,Name_matched_rank,Name_matched_accepted_family,Genus_matched,Specific_epithet_matched,Unmatched_terms,Taxonomic_status,Name_matched_url,Habit_pfaf,Habit_trop,Habit_Combined,Evergreen,Herb,Annual,Woodiness,N_Fixing,Height_pfaf,Height_trop,height (KEW),Growth,cultivation_trop,Polli,Height_combined,Min Rainfall,Max Rainfall,Min T°,max T°,,Soil,Shade,Moisture,Hardiness,Weed,fao_name_old,fao_group_old,fao_group,FAO_DB_africa,FAO_DB_Timber,FAO_spice,FAO_II,Ecocrop,FAO_GROUPII,FAO_Khoury,Timber,Medicinal,Alim,Part,alim_tropMEAN,medi_tropMEAN,other_tropMEAN,Profile,Hazards,Source,IUCN,Habitats,Range,Native_to,pollinators_trop,
,Albizia lebbeck,"Siris Tree, Woman's Tongue, East Indian Walnut",,"Siris Tree, Woman's Tongue, East Indian Walnut",species,Fabaceae,Albizia,lebbeck,NA,Accepted,http://www.tropicos.org/Name/13025049,"Perennial, Not climbing, Tree",Deciduous Tree,Deciduous Tree,Deciduous,Tree,Perennial,Woody,Albizia,15,15.00  ,NA,Fast,"Cultivated, Ornamental, Wild","Bees, insects",15,500,2500,19,35,,light (sandy) -medium -  heavy (clay),No shade,Moist,10-> 11,Yes,NA,#N/A,#N/A,#N/A,Timber,#N/A,,,Timber,#N/A,Timber,,,Timber mainly,0.333333333333333,2,4,alimother,"The bark is used as a fish poison[ 730 ]. A red dye obtained from the bark has caused skin irritation[ 730 ]. The pods contain saponin and are not eaten in large amounts by sheep, although cattle eat them readily[ 404 ]. Brittle limbs.",pfaf.org,LC - least concern,Tropical to subtropical sandy river beds and savannahs[307].,E. Asia - drier areas of the Indian subcontinent and southeastern Asia to northern Australia.,,"Bees, Insects",#N/A
,Albizia odoratissima,"Black Siris, Ceylon Rosewood, Kala Siris",,"Black Siris, Ceylon Rosewood, Kala Siris",species,Fabaceae,Albizia,odoratissima,NA,Accepted,http://www.tropicos.org/Name/13025072,"Perennial, Not climbing, Tree",Deciduous Tree,Deciduous Tree,Deciduous,Tree,Perennial,Woody,Albizia,NULL,22.00  ,"Chemical products, Food and Drink, Forage, Medicine, Toxins, Wood",NULL,"Cultivated, Wild",insects,22,650,3000,22,33,,NA,NA,NA,NA,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,NA,NA,NA,NA,2,0,3,other,NA,NA,LC - least concern,NA,NA,,Insects,#N/A
,Albizia procera,"White Siris, Tall Albizia, Forest Siris",,"White Siris, Tall Albizia, Forest Siris",NA,NA,NA,NA,NA,NA,NA,"Perennial, Not climbing, Tree",Deciduous Tree,Deciduous Tree,Deciduous,Tree,Perennial,Woody,No,25,30.00  ,NA,Fast,"Cultivated, Ornamental, Semi-cultivated, Wild",insects,30,100,5000,1-11,37-46,,light (sandy) -medium -  heavy (clay),No shade,Moist,10 ->  12,NA,NA,#N/A,#N/A,#N/A,Timber,#N/A,,,Timber,#N/A,Timber,,,Timber mainly,1,2,4,other,"The seeds contain proceranin A, which is toxic to mice and rats when administered parenterally and orally",pfaf.org,LC - least concern,NA,NA,,Insects,#N/A
,Albizia schimperiana,NA,,Forest long-pod Albizia,species,Fabaceae,Albizia,schimperiana,NA,Accepted,https://wcvp.science.kew.org/taxon/473389-1,"Perennial, Not climbing, Tree",Deciduous Tree,Deciduous Tree,Deciduous,Tree,Perennial,Woody,Albizia,5-23(30)  ,25.00  ,NA,NULL,"Cultivated, Wild","Bees, insects",25,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,NA,NA,NA,NA,0,2,2,,NA,NA,LC - least concern,NA,NA,,"Bees, Insects",#N/A
,Albizia spp.,NA,,#N/A,genus,Fabaceae,Albizia,NA,spp.,Accepted,http://www.tropicos.org/Name/40009232,NA,NA,Tree,NA,Tree,Perennial,Woody,Albizia,NULL,NA,NA,NULL,NA,NA,NULL,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,#N/A,#N/A,Fuelwood,#N/A,#N/A,,,Fuelwood,#N/A,Fuelwood,,,Woody shoot,NA,NA,NA,alimmediother,NA,NA,NA,NA,NA,,NA,#N/A
,Albizia zygia,NA,,MEPEPE,species,Fabaceae,Albizia,zygia,NA,Accepted,http://www.tropicos.org/Name/13054896,"Perennial, Not climbing, Tree",Deciduous Tree,Deciduous Tree,Deciduous,Tree,Perennial,Woody,Albizia,24,20.00  ,NA,NULL,"Ornamental, Wild",bees,20,2732,NA,26,NA,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,Timber,#N/A,,,Timber,#N/A,Timber,,,Woody shoot,2,2,3,other,NA,NA,LC - least concern,NA,NA,,Bees,#N/A
,Alchornea cordifolia,Christmas Bush,,Christmas Bush,species,Euphorbiaceae,Alchornea,cordifolia,NA,Accepted,http://www.tropicos.org/Name/12804083,Shrub,Evergreen Shrub,Evergreen Shrub,Evergreen,Shrub,Perennial,Woody,No,8,8.00  ,NA,Medium,"Cultivated, Wild",NA,8,NA,NA,NA,NA,,light (sandy) -medium -  heavy (clay),No shade,Dry- Moist - Wet,10 ->  12,No,NA,#N/A,#N/A,Leaves as vegetables,#N/A,#N/A,,,vegetables,#N/A,,medicinal,Alim,Medicinal,2,4,3,mediother,None known,pfaf.org,LC - least concern,"Widespread in secondary forest and riverine forest, especially in marshy areas but sometimes in drier sites, from sea-level up to 1,500 metres altitude[ 299 ]. It often forms thickets in disturbed, unburned localities[ 299 ].",Tropical Africa - Senegal east to Kenya and Tanzania and south throughout Central Africa to Angola.,,NA,#N/A
,Alchornea latifolia,NA,,#N/A,species,Euphorbiaceae,Alchornea,latifolia,NA,Accepted,http://www.tropicos.org/Name/12802524,NA,Evergreen Tree,Evergreen Tree,Evergreen,Tree,Perennial,Woody,No,NULL,15.00  ,NA,NULL,"Cultivated, Ornamental, Wild",NA,15,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,NA,NA,NA,NA,0,0,2,,NA,NA,LC - least concern,NA,NA,,NA,#N/A
,Aleurites moluccanus,"Candle Nut, Country Walnut",,"Candle Nut, Country Walnut",species,Euphorbiaceae,Aleurites,moluccana,NA,No opinion,http://www.tropicos.org/Name/50331344,Tree growing to 20 m,NA,Evergreen Tree,Evergreen,Tree,Perennial,Woody,No,30,NA,NA,NA,"Cultivated, Wild",insects,27,650,4300,18,28,,NA,Full sun,moist soil/ Well drained soil,10 ->  12,YES,Walnuts,Nuts,Oilseeds nes,#N/A,Timber,#N/A,,,"Fruits, oil crop, Timber",Oil,Timber,,Alim,Woody Fruits,"3,00","3,00","4,00",alimmediother,"The fresh seed contains a principle resembling croton oil and should not be eaten[ 63 ]. Thorough drying destroys this principle[ 63 ]. The seeds contain cyanide, which is largely destroyed by thorough drying or cooking. However, some strains of the tree contain much higher levels of toxins than other strains[ 377 ]. The leaves are toxic[ 311 ].",NA,LC - least concern,"Rain forest, monsoon forest, or tall advanced secondary forest; growing on mountain slopes, very abundant on ridges, sometimes in sandy soil among granite boulders, loam soil or on former shifting cultivation lands, at elevations below 300 metres[ 598 ].","E. Asia - China, India, Sri Lanka, Myanmar, Thailand, Cambodia, Vietnam, Malaysia, Indonesia, Philippines, New Guinea, Australia, Pacific Islands.",,insects,#N/A
,Allium cepa,"Onion, Garden onion",Onion,"Onion, Garden onion",species,Amaryllidaceae,Allium,cepa,NA,Accepted,http://www.tropicos.org/Name/18401646,Bulb,NA,Bulb,Bulb,herb,Perennial,Herbaceous,No,"0,6",NA,NA,NULL,Cultivated,"Bees, insects",0.6,,,,,,light (sandy) -medium,No shade,Moist,04 -> 10,No,"Onions, dry",Vegetables,Onions,#N/A,#N/A,"Spice, Essential oil, O,",,,"Vegetables, spices, essential oil",Vegetable,,,Alim,vegetables,5,3,3,alimmediother,"There have been cases of poisoning caused by the consumption, in large quantities and by some mammals, of this plant. Dogs seem to be particularly susceptible[76]. Hand eczema may occur with frequent handling. May interfere with drug control of blood sugar [301].",pfaf.org,NA,Not known in the wild.,W. Asia - Iran? The original habitat is obscure.,,"Bees, Insects",#N/A
,Allium sativum,"Garlic, Cultivated garlic",Garlic,"Garlic, Cultivated garlic",species,Amaryllidaceae,Allium,sativum,NA,Accepted,http://www.tropicos.org/Name/18401720,Bulb,Bulb,Bulb,Bulb,herb,Perennial,Herbaceous,No,"0,6",0.60  ,NA,NULL,Cultivated,"Bees, insects",0.6,,,,,,light (sandy) -medium,No shade,Dry- Moist,07 -> 10,No,Garlic,Vegetables,Garlic,#N/A,#N/A,"Spice, Essential oil, O",,,"Vegetables, spices, essential oil",Vegetable,,medicinal,Alim,vegetables,5,5,3.33333333333333,alimmediother,"There have been cases of poisoning caused by the consumption, in large quantities and by some mammals, of this species. Dogs seem to be particularly susceptible[76]. Avoid with anticlotting medication. Breastfeeding may worsen baby's colic. Avoid several weeks prior to surgery. Bad breath!! [301].",pfaf.org,NA,Not known in a truly wild situation.,C. Asia? Original habitat is obscure. An occasional garden escape in Britain[17].,,"Bees, insects",#N/A
,Alnus acuminata,Alder,,Alder,species,Betulaceae,Alnus,acuminata,NA,Accepted,http://www.tropicos.org/Name/3600081,Tree,Evergreen Tree,Evergreen Tree,Evergreen,tree,Perennial,Woody,Alnus,25,25.00  ,NA,Fast,"Cultivated, Wild",Wind,25,1000,3000,4,27,,light (sandy) -medium -  heavy (clay),Semi-shade/full sun,Moist,10 ->  12,No,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,ecocrop,Materials,#N/A,NA,NA,NA,NA,0,2,3,other,None known,pfaf.org,LC - least concern,"Grows well on steep mountain slopes at elevations between 1,000 metres in Costa Rica and 3,800 metres in Peru[418 ]. Common in the mountains, often forming almost pure, dense, extensive stands, but more often associated with oaks and often with pines[331 ].","S. America - Argentina, Bolivia, Peru, Ecuador, Colombia, Venezuela, north through C. America to Mexico.",,Wind,#N/A
,Alnus cordata,Italian Alder,,Italian Alder,species,Betulaceae,Alnus,cordata,NA,Accepted,http://www.tropicos.org/Name/50269315,Tree,NA,Deciduous Tree,Deciduous,tree,Perennial,Woody,Alnus,25,NA,NA,Fast,"Cultivated, Ornamental, Wild",Wind,25,NA,NA,NA,NA,,medium -  heavy (clay),Semi-shade/full sun,Dry- Moist - Wet,05 -> 09,No,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,Timber,#N/A,Other,NA,NA,NA,0,0,4,other,None known,pfaf.org,LC - least concern,"Very rarely self-sown in Britain, but not naturalised.","Europe - S. Italy, Corsica.",,wind ,#N/A
,Alnus nepalensis,Nepalese Alder,,Nepalese Alder,species,Betulaceae,Alnus,nepalensis,NA,Accepted,http://www.tropicos.org/Name/3600397,Tree,Semi-deciduous Tree,Semi-deciduous Tree,Semi-deciduous,tree,Perennial,Woody,Alnus,22,22.00  ,NA,Fast,"Cultivated, Wild",Wind,22,500,2500,13,26,,medium -  heavy (clay),Semi-shade/full sun,Moist -Wet,08-> 11,No,NA,#N/A,#N/A,#N/A,Timber,#N/A,#N/A,,Timber,#N/A,Timber,,,Woody shoot,0,1.66666666666667,3,mediother,None known,pfaf.org,LC - least concern,"Forests in ravines, on stream banks and occasionally in drier localities, 900 - 2700 metres in the Himalayas[146].","E. Asia - China, Himalayas",,Wind,#N/A
Only control species,aloysia virgata,,,,,Verbenaceae,Aloysia,virgata,,Accepted,,,,Deciduous Tree,Deciduous,Tree,Perennial,Woody,No,,,,Fast,"Cultivated, Ornamental, Wild",Bees,5,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A,,,,,0,0,3,other,,,LC - least concern,,,,,
,Alpinia officinarum,NA,,#N/A,species,Zingiberaceae,Alpinia,officinarum,NA,Accepted,http://www.tropicos.org/Name/34500285,NA,Perennial,Perennial,NA,herb,Perennial,Herbaceous,No,NULL,1.10,NA,NULL,"Cultivated, Wild","large bees,birds, bats",1.1,,,,,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,#N/A,"Spice, Essential oil, O",#N/A,,"spices, Essential oil",#N/A,NA,NA,Alim,rhizomes,3,3,3,alimmediother,NA,NA,NA,NA,NA,,large bees/birds/bats,#N/A
,Alstonia boonei,NA,,#N/A,species,Apocynaceae,Alstonia,boonei,NA,Accepted,http://www.tropicos.org/Name/1800022,NA,Deciduous Tree,Deciduous Tree,Deciduous,Tree,Perennial,Woody,No,NULL,30.00  ,NA,NULL,Wild,"Bees, Butterflies, Wasps, Beetles",30,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,Timber,#N/A,#N/A,,Timber,#N/A,Timber,,,Woody shoot,0,3,3,mediother,NA,NA,LC - least concern,NA,NA,,"Bees, Butterflies, Wasps, Beetles",#N/A
,alternanthera sessilis,,,"sissoo spinach, Brazilian spinach, sessile joyweed, dwarf copperleaf",species,Amaranthaceae,Alternanthera,sessilis,NA,NA,http://www.worldfloraonline.org/taxon/wfo-0000528825,,Annual/Perennial,Herb,herbaceous,herb,Annual/Perennial,Herbaceous,No,NULL,NA,NA,NA,NA,NA,0.45,TODO,TODO,TODO,TODO,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,,,,,3.0,2.0,0,alimmedi,NA,,LC - least concern,NA,NA,,NA,#N/A
,Amaranthus caudatus,Love Lies Bleeding,Amaranth,Love Lies Bleeding,species,Amaranthaceae,Amaranthus,caudatus,NA,Accepted,http://www.tropicos.org/Name/1100004,Annual,Annual,"Annual, not climbing",herbaceous,herb,Annual,Herbaceous,No,2,1.00  ,NA,NULL,"Cultivated, Ornamental, Wild",wind,1,,,,,,light (sandy) -medium -  heavy (clay),No shade,Dry- Moist,04->08,No,NA,#N/A,"Cereals, nes",#N/A,#N/A,#N/A,cereals and pseudocereals,,Cereals,Cereal,,,Alim,cereals,4,1.66666666666667,2,alimmedi,"No members of this genus are known to be poisonous, but when grown on nitrogen-rich soils they are known to concentrate nitrates in the leaves. This is especially noticeable on land where chemical fertilizers are used. Nitrates are implicated in stomach cancers, blue babies and some other health problems. It is inadvisable, therefore, to eat this plant if it is grown inorganically.",pfaf.org,NA,A weed of cultivated ground[145].,Tropics.,,"Wind, Self",#N/A
,Amaranthus cruentus,"Purple Amaranth, Red amaranth",Purple_amaranth,"Purple Amaranth, Red amaranth",species,Amaranthaceae,Amaranthus,cruentus,NA,Accepted,http://www.tropicos.org/Name/1100428,Annual,Annual,Annual,herbaceous,herb,Annual,Herbaceous,No,2,1.00  ,NA,NULL,"Cultivated, Ornamental, Wild",wind,1,,,,,,light (sandy) -medium -  heavy (clay),No shade,Moist,03-> 11,No,"Vegetables, Fresh n.e.s.",Vegetables,#N/A,#N/A,#N/A,#N/A,,,Vegetables,#N/A,,,Alim,vegetables,4,2,2,alim,"No members of this genus are known to be poisonous, but when grown on nitrogen-rich soils they are known to concentrate nitrates in the leaves. This is especially noticeable on land where chemical fertilizers are used. Nitrates are implicated in stomach cancers, blue babies and some other health problems. It is inadvisable, therefore, to eat this plant if it is grown inorganically.",pfaf.org,NA,Not known in a truly wild situation.,"Original habitat is obscure, it was probably tropical America.",,"Wind, Self",#N/A
,Amaranthus hybridus,"Rough Pigweed, Slim amaranth",Rough_pigweed,"Rough Pigweed, Slim amaranth",species,Amaranthaceae,Amaranthus,hybridus,NA,Accepted,http://www.tropicos.org/Name/1100008,Annual,Annual,Annual,herbaceous,herb,Annual,Herbaceous,No,2,0.60  ,NA,NULL,"Cultivated, Wild",wind,0.6,,,,,,light (sandy) -medium -  heavy (clay),No shade,Moist,06 ->  12,Yes,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,NA,NA,Alim,Leaves,4,1,1,alim,"No members of this genus are known to be poisonous, but when grown on nitrogen-rich soils they are known to concentrate nitrates in the leaves. This is especially noticeable on land where chemical fertilizers are used. Nitrates are implicated in stomach cancers, blue babies and some other health problems. It is inadvisable, therefore, to eat this plant if it is grown inorganically.",pfaf.org,NA,"Of uncertain origin, it grows wild in cultivated fields and waste places[43].",Tropics. Naturalized in Europe[50].,,"Wind, self",#N/A
,Amaranthus palmeri,Careless Weed,,Careless Weed,species,Amaranthaceae,Amaranthus,palmeri,NA,Accepted,http://www.tropicos.org/Name/1100020,Annual,Annual,Annual,herbaceous,herb,Annual,Herbaceous,No,"0,9",0.90  ,NA,NULL,Wild,wind,0.9,,,,,,light (sandy) -medium -  heavy (clay),No shade,Moist,07 ->  12,Yes,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,NA,NA,NA,NA,2,0,1,,"No members of this genus are known to be poisonous, but when grown on nitrogen-rich soils they are known to concentrate nitrates in the leaves. This is especially noticeable on land where chemical fertilizers are used. Nitrates are implicated in stomach cancers, blue babies and some other health problems. It is inadvisable, therefore, to eat this plant if it is grown inorganically.",pfaf.org,NA,"Waste places and fields at low elevations, also in interior valleys and deserts in California[71].",South-western N. America,,"Wind, self",#N/A
Only control species,amarilla aniba amazonica,,,,,,,,,,,,,NA,,Tree,Perennial,Woody,No,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A,,,,,,,,,,,NA,,,,,
,Amburana cearensis,NA,,#N/A,species,Fabaceae,Amburana,cearensis,NA,Accepted,http://www.tropicos.org/Name/13015576,NA,Deciduous Tree,Deciduous Tree,Deciduous,Tree,Perennial,Woody,Amburana,NULL,20.00  ,NA,NULL,Wild,NA,20,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,Timber,#N/A,,,Timber,#N/A,Timber,,,Woody shoot,0,2,3,other,NA,NA,EN-Endangered,NA,NA,, NA,#N/A
,Amomum subulatum,NA,,#N/A,species,Zingiberaceae,Amomum,subulatum,NA,Accepted,https://wcvp.science.kew.org/taxon/872166-1,NA,Perennial,Perennial,NA,herb,Perennial,Herbaceous,No,NULL,1.00  ,NA,NULL,Wild,bees,1,,,,,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,#N/A,"Spice, Essential oil",,,"spices, Essential oil",#N/A,NA,NA,Alim,pods,3,1,1,alim,NA,NA,DD - data deficient,NA,NA,,Solitary bees,#N/A
,Amorpha fruticosa,"False Indigo, False indigo bush",,"False Indigo, False indigo bush",species,Fabaceae,Amorpha,fruticosa,NA,Accepted,http://www.tropicos.org/Name/13015631,Shrub,NA,Deciduous Shrub,Deciduous,Shrub,Perennial,Woody,Amorpha,"4,5",NA,NA,Medium,"Cultivated, Ornamental, Wild",insects,6,NA,NA,NA,NA,,light (sandy) -medium,Semi-shade/full sun,Dry- Moist,04->08,Yes,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,NA,NA,NA,NA,1,2,3,other,The plant is said to contain alkaloids and be poisonous to livestock[274].,pfaf.org,NA,"River banks, rich moist thickets etc[43, 184]. Grows chiefly in limestone soils[274].",Southern N. America. Locally naturalized in S. and C. Europe[50].,,insects,#N/A
,Amorphophallus campanulatus,NA,,#N/A,species,Araceae,Amorphophallus,campanulatus,NA,Synonym,http://www.tropicos.org/Name/2100281,NA,Perennial,Perennial,NA,herb,Perennial,Herbaceous,No,"0,8",0.75  ,NA,NULL,"Cultivated, Wild",Flies,0.75,,,,,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,ecocrop,tuber,#N/A,NA,NA,Alim,Leaves,4,2,0,alim,NA,NA,NA,NA,NA,,Flies,#N/A
Only control species,amphitecna montana,,,,,Bignoniaceae,Amphitecna,montana,,,,,,NA,,Tree,Perennial,Woody,No,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A,,,,,,,,,,,VU - vulnerable,,,,,
Only control species,anacardium excelsum,,,,,Anacardiaceae,Anacardium,excelsum,,Accepted,,,,Tree,,Tree,Perennial,Woody,No,,,,,Wild,,30,,,,,,,,,,,,#N/A,#N/A,#N/A,Timber,#N/A,#N/A,,,#N/A,Timber,,,,2,0,3,other,,,LC - least concern,,,,,
,Anacardium occidentale,"Cashew, Caju",Cashew_nuts,"Cashew, Caju",species,Anacardiaceae,Anacardium,occidentale,NA,Accepted,http://www.tropicos.org/Name/1300006,Tree,Evergreen Tree,Evergreen Tree,Evergreen,Tree,Perennial,Woody,No,12,12.00  ,NA,Slow,Cultivated,"Flies, Bees, Ants, Wind",12,500,3500,17,38,,light (sandy) -medium -  heavy (clay),No shade,Moist,09 ->  12,No,Cashew nuts,Nuts,Cashew nuts,Fruit,Timber,#N/A,,,"Fruits, nuts, timber",Nut,Timber,,Alim,Woody Fruits,5,3,3,alimmediother,"The shell of the nut contains an acrid juice that acts as a powerful vesicant[ 63 ]. The active ingredient is cardole and it is poisonous in the same way as poison ivy (Toxicodendron spp.)[ 63 , 200 ]. Very irritant to the skin, causing severe blistering[ 63 ]. It is destroyed by heat, so roasting the seed whilst in its shell renders it completely safe[ 63 , 200 ].(Handling plant may cause skin irritation or allergic reaction )",pfaf.org,LC - least concern,"Arid thickets in stony, sandy soils at elevations around 600 metres[ 200 , 307 ]. Sand dunes near the sea[ 419 ].",S. America - Brazil.,,"Flies, Bees, Ants, Wind",#N/A
,Anadenanthera colubrina,NA,,#N/A,species,Fabaceae,Anadenanthera,colubrina,NA,Accepted,http://www.tropicos.org/Name/13015659,NA,Deciduous Tree,Deciduous Tree,Deciduous,Tree,Perennial,Woody,Anadenanthera,NULL,12.00  ,NA,NULL,"Cultivated, Ornamental, Wild",bees,12,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,NA,NA,NA,NA,0,2,3,other,NA,NA,LC - least concern,NA,NA,,Bees,#N/A
,Anadenanthera spp.,NA,,#N/A,genus,Fabaceae,Anadenanthera,NA,sp.,Accepted,http://www.tropicos.org/Name/40013149,NA,NA,Tree,NA,Tree,Perennial,Woody,Anadenanthera,NULL,NA,NA,NULL,NA,NA,NULL,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,NA,NA,NA,NA,NA,NA,NA,alimmediother,NA,NA,NA,NA,NA,,NA,#N/A
Only control species,ananas ananassoides,,,,,Bromeliaceae,Ananas,ananassoides,,,,,,NA,,Trees/shrubs,Perennial,Woody,No,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A,,,,,,,,,,,NA,,,,,
,Ananas comosus,Pineapple,Pineapple,Pineapple,species,Bromeliaceae,Ananas,comosus,NA,Accepted,http://www.tropicos.org/Name/4300877,Perennial,Perennial,Perennial,NA,herb,Perennial,Herbaceous,No,1,1.00  ,NA,Fast,Cultivated,"Humingbirds, bees",1,,,,,,light (sandy) -medium -  heavy (clay),Semi-shade/full sun,Moist,09-> 11,No,Pineapples (fresh),Fruits,Pineapples,#N/A,#N/A,#N/A,,,"Fruits, nuts",Fruits,,,Alim,Non woody fruits,5,2,4,alimother,Parts of plant are poisonous if ingested,pfaf.org,NA,Savannahs[416].,S. America - Brazil.,,hummingbirds and honeybees,#N/A
,Andira inermis,"Aboranzork, Alemendro, Almendro, Almendro Cimarrou, Almendro De Rio, Andira Uchi, Andirauchi, Angelim, Angelim-branco, Angelim-liso, Angelin Tree, Angelino, Anndjelinn, Arenillo, Avineira, Bastard Mahogany, Bois Palmiste, Cabbage Bark, Cabbagebark, Cabbag",,"Aboranzork, Alemendro, Almendro, Almendro Cimarrou, Almendro De Rio, Andira Uchi, Andirauchi, Angelim, Angelim-branco, Angelim-liso, Angelin Tree, Angelino, Anndjelinn, Arenillo, Avineira, Bastard Mahogany, Bois Palmiste, Cabbage Bark, Cabbagebark, Cabbag",species,Fabaceae,Andira,inermis,NA,Accepted,http://www.tropicos.org/Name/13048538,"Shrub, Small tree, Tree.",Evergreen Tree,Evergreen Tree,Evergreen,Shrub/tree,Perennial,Woody,Andira,25,30,NA,NULL,"Cultivated, Ornamental, Wild",insects,25,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,#N/A,#N/A,#N/A,Timber,#N/A,,,Timber,#N/A,Timber,,,Woody shoot,1,2,3,other,NA,NA,LC - least concern,NA,NA,,Insects,#N/A
,Andrographis paniculata,"Green Chireta, Creat, Nilavembu, Kirayat, Chuan Xin Lian, King of Bitters",,"Green Chireta, Creat, Nilavembu, Kirayat, Chuan Xin Lian, King of Bitters",species,Acanthaceae,Andrographis,paniculata,NA,Accepted,http://www.tropicos.org/Name/100007,Perennial,Perennial,Perennial,NA,herb,Perennial,Herbaceous,No,"0,8",0.80  ,NA,Fast,"Cultivated, Ornamental, Wild","Hymenopterans, Lepidopterans",0.8,,,,,,light (sandy) -medium -  heavy (clay),Full sun- Semi shade - No shade,Moist,10 ->  12,Yes,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,NA,medicinal,NA,NA,0.333333333333333,4,2,alimmedi,"Andrographis paniculata is an erect annual herb extremely bitter in taste in all parts of the plant body. The plant is known in north-eastern India as Maha-tita, literally ""king of bitters"", and known by various vernacular names (see the table below). As an Ayurveda herb it is known as Kalmegh or Kalamegha, meaning ""dark cloud"". It is also known as Bhumi-neem, meaning ""neem of the ground"", since the plant, though being a small annual herb, has a similar strong bitter taste as that of the large Neem tree (Azadirachta indica). In Malaysia, it is known as Hempedu Bumi, which literally means 'bile of earth' since it is one of the most bitter plants that are used in traditional medicine.",pfaf.org,NA,"Village groves, roadsides, waste places, open sandy locations and fields, but also in monsoon and teak forest receiving only 10-20% of full light, at elevations from sea level to 1,600 metres[ 310 ].",E. Asia - India.,,"Hymenopterans, Lepidopterans",#N/A
